Mois;UIC;Nom gare;Nombre de non-conformités;Nombre d'observations;Taux de conformité
2017-03;87575001;Poitiers;21;572;96.32867133
2017-03;87481002;Nantes;39;589;93.37860781
2017-03;87571000;Tours;19;587;96.76320273
2017-03;87713040;Dijon;56;804;93.03482587
2017-03;87732008;Vichy;11;349;96.84813754
2017-03;87672006;Pau;10;348;97.12643678
2017-06;87481002;Nantes;38;602;93.68770764
2017-07;87686667;Paris Bercy Bourgogne - Pays d'Auvergne;29;636;95.44025157
2017-07;87686006;Paris Gare de Lyon Hall 1 & 2;37;998;96.29258517
2017-07;87571240;Saint-Pierre-des-Corps;19;615;96.91056911
2017-07;87592006;Limoges Bénédictins;2;99;97.97979798
2017-07;87581009;Bordeaux Saint-Jean;58;833;93.03721489
2017-02;87751008;Marseille Saint-Charles;65;667;90.25487256
2017-03;87191007;Thionville;10;307;96.74267101
2017-02;87781104;Narbonne;18;417;95.68345324
2017-02;87757674;Antibes;54;723;92.53112033
2017-03;87141002;Nancy;58;643;90.97978227
2017-03;87171009;Reims;23;896;97.43303571
2017-02;87773200;Sète;18;322;94.40993789
2017-04;87726000;Saint-Étienne Châteaucreux;24;552;95.65217391
2017-04;87741793;Bourg-Saint-Maurice;17;333;94.89489489
2017-04;87743005;Bourg-en-Bresse;36;470;92.34042553
2017-04;87723197;Lyon Part Dieu;54;737;92.67299864
2017-04;87575142;Châtellerault;6;270;97.77777778
2017-04;87722025;Lyon Perrache;15;535;97.19626168
2017-04;87764001;Montélimar;16;187;91.44385027
2017-05;87118000;Troyes;16;292;94.52054795
2017-04;87671339;Lourdes;2;320;99.375
2017-04;87571000;Tours;17;582;97.0790378
2017-03;87763029;Valence TGV Rhône-Alpes Sud;59;713;91.72510519
2017-03;87726000;Saint-Étienne Châteaucreux;24;468;94.87179487
2017-03;87611004;Toulouse Matabiau;13;582;97.76632302
2017-03;87725705;Mâcon Loché TGV;12;254;95.27559055
2017-03;87597005;Châteauroux;16;362;95.5801105
2017-03;87543017;Les Aubrais;13;300;95.66666667
2017-03;87673400;Biarritz;12;364;96.7032967
2017-03;87576207;Bourges;24;376;93.61702128
2017-03;87671339;Lourdes;2;365;99.45205479
2017-03;87746008;Annecy;16;356;95.50561798
2017-03;87319012;Aix-en-Provence TGV;58;674;91.39465875
2017-03;87481754;La Baule-Escoublac;16;279;94.26523297
2017-03;87387001;Évreux Normandie;16;254;93.7007874
2017-03;87486019;La Roche-sur-Yon;5;300;98.33333333
2017-03;87543009;Orléans;55;578;90.48442907
2017-03;87476606;Vannes;90;606;85.14851485
2017-03;87471003;Rennes;21;404;94.8019802
2017-03;87342014;Arras;63;830;92.40963855
2017-03;87476200;Auray;25;290;91.37931034
2017-03;87345025;Lens;60;814;92.62899263
2017-05;87611244;Montauban Ville Bourbon;16;322;95.0310559
2017-05;87281071;Calais - Fréthun;24;615;96.09756098
2017-05;87722025;Lyon Perrache;22;562;96.08540925
2017-05;87597005;Châteauroux;18;433;95.84295612
2017-05;87543017;Les Aubrais;13;267;95.13108614
2017-05;87474098;Quimper;7;197;96.44670051
2017-05;87313874;Amiens;39;634;93.84858044
2017-05;87481002;Nantes;42;605;93.05785124
2017-05;87141002;Nancy;62;646;90.40247678
2017-05;87345025;Lens;38;518;92.66409266
2017-06;87474338;Morlaix;18;268;93.28358209
2017-06;87611244;Montauban Ville Bourbon;12;318;96.22641509
2017-06;87484006;Angers Saint-Laud;76;710;89.29577465
2017-06;87547000;Paris Austerlitz;33;546;93.95604396
2017-06;87615286;Carcassonne;20;430;95.34883721
2017-06;87584052;Libourne;12;306;96.07843137
2017-06;87543009;Orléans;59;657;91.01978691
2017-06;87576009;Vierzon;20;330;93.93939394
2017-06;87671339;Lourdes;2;320;99.375
2017-02;87111849;Marne-la-Vallée Chessy;59;684;91.37426901
2017-02;87172007;Charleville-Mézières;8;460;98.26086957
2017-02;87191007;Thionville;13;326;96.01226994
2017-02;87318964;Avignon TGV;14;479;97.07724426
2017-02;87113001;Paris Est;41;566;92.75618375
2017-02;87313874;Amiens;38;560;93.21428571
2017-02;87182014;Colmar;15;277;94.58483755
2017-10;87391003;Paris Montparnasse Hall 1 & 2;118;1868;93.68308351
2017-10;87172007;Charleville-Mézières;16;644;97.51552795
2017-10;87319012;Aix-en-Provence TGV;78;651;88.01843318
2017-10;87387001;Évreux Normandie;21;296;92.90540541
2017-10;87343004;Valenciennes;24;558;95.69892473
2017-10;87191007;Thionville;12;331;96.37462236
2017-10;87212027;Strasbourg;53;677;92.17134417
2017-10;87192039;Metz Ville;34;604;94.37086093
2017-10;87471003;Rennes;44;449;90.20044543
2017-10;87342014;Arras;47;659;92.86798179
2017-07;87694109;Le Creusot - Montceau-les-Mines - Montchanin TGV;12;292;95.89041096
2017-07;87773002;Montpellier Saint-Roch;79;717;88.9818689
2017-07;87741793;Bourg-Saint-Maurice;5;167;97.00598802
2017-07;87615286;Carcassonne;18;434;95.85253456
2017-07;87747006;Grenoble;28;669;95.81464873
2017-07;87757674;Antibes;115;883;86.97621744
2017-07;87746008;Annecy;25;372;93.27956989
2017-07;87755009;Toulon;73;695;89.49640288
2017-08;87141002;Nancy;54;644;91.61490683
2017-07;87732008;Vichy;9;317;97.16088328
2017-06;87726000;Saint-Étienne Châteaucreux;37;453;91.83222958
2017-06;87757526;Saint-Raphaël Valescure;79;758;89.57783641
2017-06;87741793;Bourg-Saint-Maurice;6;166;96.38554217
2017-06;87723197;Lyon Part Dieu;50;743;93.2705249
2017-06;87722025;Lyon Perrache;27;687;96.069869
2017-06;87745000;Bellegarde;40;506;92.09486166
2017-07;87113001;Paris Est;33;520;93.65384615
2017-06;87757674;Antibes;98;778;87.40359897
2017-06;87773200;Sète;22;389;94.34447301
2017-06;87672006;Pau;12;321;96.26168224
2017-09;87762906;Lyon Saint-Exupéry TGV;37;383;90.33942559
2017-09;87751008;Marseille Saint-Charles;59;676;91.27218935
2017-09;87722025;Lyon Perrache;16;665;97.59398496
2017-09;87745000;Bellegarde;34;506;93.28063241
2017-10;87113001;Paris Est;40;599;93.32220367
2017-09;87781104;Narbonne;36;452;92.03539823
2017-09;87757625;Cannes;102;749;86.38184246
2017-12;87345009;Douai;36;513;92.98245614
2017-11;87781278;Agde;35;265;86.79245283
2017-11;87673202;Dax;17;346;95.0867052
2017-12;87686667;Paris Bercy Bourgogne - Pays d'Auvergne;25;637;96.07535322
2017-12;87763029;Valence TGV Rhône-Alpes Sud;81;723;88.7966805
2017-12;87726000;Saint-Étienne Châteaucreux;38;375;89.86666667
2017-12;87773002;Montpellier Saint-Roch;83;756;89.02116402
2017-12;87615286;Carcassonne;7;217;96.77419355
2017-12;87745000;Bellegarde;8;298;97.31543624
2017-12;87746008;Annecy;29;389;92.54498715
2017-12;87775007;Nîmes;22;753;97.07835325
2017-12;87781278;Agde;18;265;93.20754717
2017-11;87171926;Champagne-Ardenne TGV;54;543;90.05524862
2017-11;87271007;Paris Gare du Nord;131;1300;89.92307692
2017-11;87281071;Calais - Fréthun;31;631;95.08716323
2017-11;87343004;Valenciennes;13;545;97.6146789
2017-11;87223263;Lille Europe;28;641;95.63182527
2017-11;87473009;Saint-Brieuc;24;340;92.94117647
2017-11;87318964;Avignon TGV;21;517;95.93810445
2017-11;87182014;Colmar;12;293;95.90443686
2017-11;87313874;Amiens;37;605;93.88429752
2017-11;87471003;Rennes;31;459;93.24618736
2017-11;87611004;Toulouse Matabiau;12;644;98.13664596
2017-11;87547000;Paris Austerlitz;36;567;93.65079365
2017-11;87574004;Blois - Chambord;15;209;92.82296651
2017-11;87575142;Châtellerault;5;227;97.79735683
2017-11;87543009;Orléans;33;657;94.97716895
2017-11;87576207;Bourges;10;362;97.23756906
2017-11;87474338;Morlaix;23;336;93.1547619
2017-11;87576009;Vierzon;9;479;98.12108559
2017-11;87476606;Vannes;41;359;88.57938719
2017-11;87586008;Agen;12;309;96.11650485
2017-12;87594002;Brive-la-Gaillarde;0;346;100.0
2017-12;87543017;Les Aubrais;13;188;93.08510638
2017-12;87583005;Angoulême;42;486;91.35802469
2017-12;87413013;Le Havre;10;449;97.77282851
2017-12;87474338;Morlaix;27;322;91.61490683
2017-12;87576207;Bourges;8;271;97.04797048
2017-12;87474098;Quimper;1;70;98.57142857
2017-12;87471003;Rennes;61;472;87.07627119
2017-12;87476606;Vannes;19;262;92.7480916
2017-12;87474007;Brest;18;340;94.70588235
2017-03;87694109;Le Creusot - Montceau-les-Mines - Montchanin TGV;8;300;97.33333333
2017-03;87686667;Paris Bercy Bourgogne - Pays d'Auvergne;22;643;96.5785381
2017-03;87718007;Besançon Viotte;26;585;95.55555556
2017-03;87615286;Carcassonne;15;434;96.5437788
2017-03;87584052;Libourne;24;306;92.15686275
2017-03;87474338;Morlaix;21;245;91.42857143
2017-03;87576009;Vierzon;13;319;95.92476489
2017-03;87474098;Quimper;5;408;98.7745098
2017-03;87478404;Laval;14;317;95.58359621
2017-03;87673202;Dax;18;343;94.75218659
2017-02;87300863;Besançon Franche-Comté TGV;16;225;92.88888889
2017-02;87300822;Belfort - Montbéliard TGV;11;200;94.5
2017-02;87476002;Lorient Bretagne Sud;26;336;92.26190476
2017-02;87313882;TGV Haute Picardie;12;559;97.85330948
2017-02;87281071;Calais - Fréthun;28;685;95.91240876
2017-02;87286005;Lille Flandres;36;540;93.33333333
2017-02;87473009;Saint-Brieuc;24;343;93.00291545
2017-02;87413013;Le Havre;13;647;97.99072643
2017-02;87474007;Brest;13;335;96.11940299
2017-02;87476200;Auray;20;279;92.83154122
2017-05;87757526;Saint-Raphaël Valescure;104;749;86.11481976
2017-06;87171926;Champagne-Ardenne TGV;67;537;87.52327747
2017-05;87741793;Bourg-Saint-Maurice;9;168;94.64285714
2017-05;87734004;Clermont-Ferrand;59;591;90.01692047
2017-06;87343004;Valenciennes;29;575;94.95652174
2017-06;87192039;Metz Ville;33;624;94.71153846
2017-06;87113001;Paris Est;39;558;93.01075269
2017-05;87781104;Narbonne;36;410;91.2195122
2017-06;87313874;Amiens;31;644;95.1863354
2017-05;87781278;Agde;11;277;96.02888087
2017-04;87571216;Vendôme - Villiers-sur-Loir;27;423;93.61702128
2017-04;87611244;Montauban Ville Bourbon;19;325;94.15384615
2017-04;87486019;La Roche-sur-Yon;7;300;97.66666667
2017-04;87574004;Blois - Chambord;16;262;93.89312977
2017-04;87583005;Angoulême;19;485;96.08247423
2017-04;87673400;Biarritz;12;363;96.69421488
2017-04;87575001;Poitiers;28;563;95.02664298
2017-04;87543009;Orléans;67;659;89.83308042
2017-04;87713040;Dijon;52;786;93.38422392
2017-04;87672006;Pau;11;348;96.83908046
2017-04;87300822;Belfort - Montbéliard TGV;24;317;92.42902208
2017-03;87773002;Montpellier Saint-Roch;57;738;92.27642276
2017-04;87411017;Rouen Rive Droite;46;511;90.99804305
2017-03;87722025;Lyon Perrache;17;569;97.01230228
2017-03;87764001;Montélimar;23;251;90.83665339
2017-04;87318964;Avignon TGV;21;609;96.55172414
2017-04;87182014;Colmar;13;283;95.40636042
2017-04;87345009;Douai;62;650;90.46153846
2017-04;87476200;Auray;23;279;91.7562724
2017-04;87345025;Lens;27;444;93.91891892
2017-05;87391003;Paris Montparnasse Hall 1 & 2;115;1665;93.09309309
2017-05;87547000;Paris Austerlitz;34;571;94.04553415
2017-05;87723197;Lyon Part Dieu;44;747;94.10977242
2017-05;87575142;Châtellerault;3;203;98.52216749
2017-05;87481705;Saint-Nazaire;22;355;93.8028169
2017-05;87584052;Libourne;25;262;90.45801527
2017-05;87474338;Morlaix;19;191;90.05235602
2017-05;87732008;Vichy;9;348;97.4137931
2017-04;87478107;Saint-Malo;16;360;95.55555556
2017-04;87413013;Le Havre;8;474;98.31223629
2017-04;87474338;Morlaix;24;232;89.65517241
2017-04;87474098;Quimper;10;242;95.8677686
2017-04;87481002;Nantes;37;580;93.62068966
2017-04;87342014;Arras;27;747;96.38554217
2017-05;87481754;La Baule-Escoublac;24;281;91.45907473
2017-05;87411017;Rouen Rive Droite;73;569;87.17047452
2017-05;87486019;La Roche-sur-Yon;6;300;98.0
2017-05;87478107;Saint-Malo;21;442;95.24886878
2017-05;87576009;Vierzon;24;316;92.40506329
2017-05;87576207;Bourges;27;294;90.81632653
2017-05;87474007;Brest;23;331;93.05135952
2017-05;87476200;Auray;21;193;89.11917098
2017-05;87571000;Tours;20;578;96.53979239
2017-05;87478404;Laval;18;307;94.13680782
2017-06;87485003;La Rochelle;32;488;93.44262295
2017-06;87575001;Poitiers;37;550;93.27272727
2017-06;87571000;Tours;27;602;95.51495017
2017-08;87686667;Paris Bercy Bourgogne - Pays d'Auvergne;25;634;96.05678233
2017-08;87686006;Paris Gare de Lyon Hall 1 & 2;39;976;96.00409836
2017-08;87592006;Limoges Bénédictins;37;772;95.20725389
2017-08;87481754;La Baule-Escoublac;21;277;92.41877256
2017-08;87486019;La Roche-sur-Yon;6;300;98.0
2017-08;87743005;Bourg-en-Bresse;21;489;95.70552147
2017-08;87574004;Blois - Chambord;19;271;92.98892989
2017-08;87718007;Besançon Viotte;25;623;95.98715891
2017-08;87543017;Les Aubrais;17;258;93.41085271
2017-08;87713040;Dijon;67;793;91.55107188
2017-09;87391003;Paris Montparnasse Hall 1 & 2;100;1877;94.67234949
2017-09;87300863;Besançon Franche-Comté TGV;11;243;95.47325103
2017-09;87300822;Belfort - Montbéliard TGV;17;297;94.27609428
2017-09;87384008;Paris Saint-Lazare;31;631;95.08716323
2017-09;87313882;TGV Haute Picardie;16;640;97.5
2017-09;87212027;Strasbourg;33;600;94.5
2017-09;87276691;Compiègne;9;220;95.90909091
2017-08;87781005;Béziers;34;403;91.56327543
2017-08;87746008;Annecy;27;368;92.66304348
2017-08;87756056;Nice;158;820;80.73170732
2017-06;87741728;Moûtiers - Salins - Brides-les-Bains;7;150;95.33333333
2017-06;87741009;Chambéry - Challes-les-Eaux;37;743;95.02018843
2017-06;87751008;Marseille Saint-Charles;108;737;85.34599729
2017-06;87773002;Montpellier Saint-Roch;87;691;87.40955137
2017-06;87575142;Châtellerault;11;268;95.89552239
2017-06;87764001;Montélimar;29;234;87.60683761
2017-06;87746008;Annecy;18;364;95.05494505
2017-06;87775007;Nîmes;33;817;95.96083231
2017-06;87713040;Dijon;70;805;91.30434783
2017-06;87732008;Vichy;10;311;96.78456592
2017-08;87111849;Marne-la-Vallée Chessy;60;683;91.21522694
2017-08;87384008;Paris Saint-Lazare;24;595;95.96638655
2017-08;87387001;Évreux Normandie;23;222;89.63963964
2017-08;87313882;TGV Haute Picardie;32;640;95.0
2017-07;87764001;Montélimar;21;240;91.25
2017-08;87192039;Metz Ville;26;624;95.83333333
2017-08;87281006;Dunkerque;23;461;95.01084599
2017-07;87784009;Perpignan;26;572;95.45454545
2017-08;87118000;Troyes;12;388;96.90721649
2017-08;87182014;Colmar;9;312;97.11538462
2017-10;87686667;Paris Bercy Bourgogne - Pays d'Auvergne;25;650;96.15384615
2017-10;87741728;Moûtiers - Salins - Brides-les-Bains;6;106;94.33962264
2017-10;87726000;Saint-Étienne Châteaucreux;23;457;94.96717724
2017-10;87718007;Besançon Viotte;36;734;95.09536785
2017-10;87723197;Lyon Part Dieu;55;813;93.23493235
2017-10;87722025;Lyon Perrache;21;669;96.86098655
2017-09;87694109;Le Creusot - Montceau-les-Mines - Montchanin TGV;6;295;97.96610169
2017-10;87271494;Aéroport Charles de Gaulle 2 TGV;63;561;88.77005348
2017-09;87755447;Les Arcs - Draguignan;23;451;94.90022173
2017-09;87725705;Mâcon Loché TGV;13;270;95.18518519
2017-09;87597005;Châteauroux;11;333;96.6966967
2017-09;87784009;Perpignan;46;601;92.34608985
2017-09;87781005;Béziers;18;405;95.55555556
2017-10;87182014;Colmar;13;267;95.13108614
2017-09;87746008;Annecy;19;360;94.72222222
2017-09;87756056;Nice;97;664;85.39156627
2017-07;87763029;Valence TGV Rhône-Alpes Sud;63;727;91.33425034
2017-07;87594002;Brive-la-Gaillarde;22;132;83.33333333
2017-07;87743005;Bourg-en-Bresse;27;487;94.45585216
2017-07;87723197;Lyon Part Dieu;45;752;94.01595745
2017-07;87722025;Lyon Perrache;25;708;96.46892655
2017-07;87745000;Bellegarde;43;377;88.59416446
2017-07;87673400;Biarritz;23;365;93.69863014
2017-07;87757625;Cannes;183;1015;81.97044335
2017-07;87586008;Agen;34;333;89.78978979
2017-07;87672006;Pau;44;322;86.33540373
2017-10;87571216;Vendôme - Villiers-sur-Loir;48;528;90.90909091
2017-10;87300863;Besançon Franche-Comté TGV;14;226;93.80530973
2017-10;87286005;Lille Flandres;37;626;94.08945687
2017-10;87597005;Châteauroux;8;340;97.64705882
2017-10;87485003;La Rochelle;25;450;94.44444444
2017-10;87393702;Massy TGV;19;567;96.64902998
2017-10;87413013;Le Havre;11;431;97.44779582
2017-10;87543009;Orléans;42;669;93.72197309
2017-10;87396002;Le Mans;58;693;91.63059163
2017-10;87672006;Pau;8;340;97.64705882
2017-07;87271494;Aéroport Charles de Gaulle 2 TGV;59;614;90.39087948
2017-07;87486019;La Roche-sur-Yon;6;300;98.0
2017-07;87485003;La Rochelle;39;477;91.82389937
2017-07;87478107;Saint-Malo;12;85;85.88235294
2017-07;87281006;Dunkerque;44;455;90.32967033
2017-03;87586008;Agen;35;299;88.29431438
2017-04;87271494;Aéroport Charles de Gaulle 2 TGV;62;562;88.96797153
2017-04;87313882;TGV Haute Picardie;20;559;96.42218247
2017-04;87611004;Toulouse Matabiau;17;581;97.07401033
2017-04;87387001;Évreux Normandie;7;144;95.13888889
2017-04;87286005;Lille Flandres;26;426;93.89671362
2017-04;87597005;Châteauroux;18;430;95.81395349
2017-04;87281006;Dunkerque;24;447;94.63087248
2017-04;87576207;Bourges;14;297;95.28619529
2017-04;87673004;Bayonne;15;288;94.79166667
2017-04;87485300;Niort;29;403;92.80397022
2017-03;87391003;Paris Montparnasse Hall 1 & 2;98;1906;94.85834208
2017-03;87476002;Lorient Bretagne Sud;31;343;90.96209913
2017-03;87484006;Angers Saint-Laud;52;714;92.71708683
2017-03;87286005;Lille Flandres;41;515;92.03883495
2017-03;87142109;Lorraine TGV;22;326;93.25153374
2017-03;87485003;La Rochelle;20;519;96.14643545
2017-03;87318964;Avignon TGV;17;506;96.64031621
2017-03;87478107;Saint-Malo;11;355;96.90140845
2017-03;87276691;Compiègne;10;252;96.03174603
2017-03;87182063;Mulhouse;17;503;96.62027833
2017-02;87481754;La Baule-Escoublac;21;273;92.30769231
2017-02;87223263;Lille Europe;31;669;95.36621824
2017-02;87212027;Strasbourg;64;684;90.64327485
2017-02;87474098;Quimper;7;325;97.84615385
2017-02;87396002;Le Mans;68;666;89.78978979
2017-02;87478404;Laval;12;244;95.08196721
2017-02;87571000;Tours;18;570;96.84210526
2017-02;87345009;Douai;24;595;95.96638655
2017-02;87485300;Niort;12;395;96.96202532
2017-02;87345025;Lens;38;517;92.64990329
2017-06;87271494;Aéroport Charles de Gaulle 2 TGV;79;540;85.37037037
2017-06;87384008;Paris Saint-Lazare;33;596;94.46308725
2017-06;87281071;Calais - Fréthun;27;612;95.58823529
2017-06;87393702;Massy TGV;8;506;98.41897233
2017-06;87471003;Rennes;17;366;95.35519126
2017-06;87476200;Auray;5;62;91.93548387
2017-02;87741728;Moûtiers - Salins - Brides-les-Bains;21;300;93.0
2017-02;87571216;Vendôme - Villiers-sur-Loir;3;210;98.57142857
2017-02;87611244;Montauban Ville Bourbon;14;297;95.28619529
2017-02;87581009;Bordeaux Saint-Jean;22;622;96.46302251
2017-02;87734004;Clermont-Ferrand;44;564;92.19858156
2017-02;87718007;Besançon Viotte;37;759;95.12516469
2017-02;87723197;Lyon Part Dieu;51;730;93.01369863
2017-03;87113001;Paris Est;33;580;94.31034483
2017-02;87576207;Bourges;24;292;91.78082192
2017-03;87118000;Troyes;15;326;95.39877301
2017-04;87686667;Paris Bercy Bourgogne - Pays d'Auvergne;22;646;96.59442724
2017-04;87763029;Valence TGV Rhône-Alpes Sud;48;721;93.34257975
2017-04;87757526;Saint-Raphaël Valescure;92;751;87.74966711
2017-04;87755447;Les Arcs - Draguignan;41;437;90.61784897
2017-05;87223263;Lille Europe;39;669;94.17040359
2017-05;87113001;Paris Est;43;598;92.80936455
2017-05;87147322;Meuse TGV;8;290;97.24137931
2017-05;87182063;Mulhouse;11;536;97.94776119
2017-04;87781005;Béziers;18;430;95.81395349
2017-04;87755009;Toulon;62;691;91.02749638
2017-05;87741728;Moûtiers - Salins - Brides-les-Bains;7;150;95.33333333
2017-05;87686006;Paris Gare de Lyon Hall 1 & 2;54;991;94.55095863
2017-05;87476002;Lorient Bretagne Sud;19;166;88.55421687
2017-06;87271007;Paris Gare du Nord;128;1290;90.07751938
2017-05;87574004;Blois - Chambord;19;259;92.66409266
2017-05;87784009;Perpignan;28;547;94.88117002
2017-05;87757625;Cannes;157;827;81.01571947
2017-05;87775007;Nîmes;21;740;97.16216216
2017-05;87485300;Niort;24;408;94.11764706
2017-05;87586008;Agen;92;480;80.83333333
2017-05;87300863;Besançon Franche-Comté TGV;12;238;94.95798319
2017-05;87313882;TGV Haute Picardie;10;479;97.91231733
2017-05;87286005;Lille Flandres;42;564;92.55319149
2017-05;87343004;Valenciennes;32;629;94.91255962
2017-05;87473009;Saint-Brieuc;31;350;91.14285714
2017-05;87318964;Avignon TGV;15;515;97.08737864
2017-05;87393702;Massy TGV;13;585;97.77777778
2017-05;87413013;Le Havre;7;413;98.30508475
2017-05;87396002;Le Mans;71;687;89.66521106
2017-05;87471003;Rennes;16;416;96.15384615
2017-03;87755447;Les Arcs - Draguignan;32;460;93.04347826
2017-04;87142109;Lorraine TGV;16;165;90.3030303
2017-04;87191007;Thionville;14;303;95.37953795
2017-04;87113001;Paris Est;36;529;93.19470699
2017-04;87182063;Mulhouse;19;606;96.86468647
2017-03;87781104;Narbonne;23;370;93.78378378
2017-03;87757625;Cannes;98;996;90.16064257
2017-03;87757674;Antibes;54;800;93.25
2017-04;87171009;Reims;21;799;97.37171464
2017-03;87781278;Agde;19;297;93.6026936
2017-06;87481754;La Baule-Escoublac;22;273;91.94139194
2017-06;87543017;Les Aubrais;16;257;93.77431907
2017-06;87485300;Niort;18;407;95.57739558
2017-12;87271494;Aéroport Charles de Gaulle 2 TGV;60;539;88.86827458
2017-12;87300863;Besançon Franche-Comté TGV;16;221;92.760181
2017-12;87476002;Lorient Bretagne Sud;25;126;80.15873016
2017-12;87484006;Angers Saint-Laud;69;720;90.41666667
2017-12;87411017;Rouen Rive Droite;71;649;89.06009245
2017-12;87574004;Blois - Chambord;20;281;92.88256228
2017-12;87444877;Cherbourg;4;257;98.44357977
2017-12;87571000;Tours;26;586;95.56313993
2017-12;87478404;Laval;25;444;94.36936937
2017-12;87345025;Lens;38;518;92.66409266
2017-07;87574004;Blois - Chambord;30;268;88.80597015
2017-07;87718007;Besançon Viotte;35;651;94.62365591
2017-07;87575001;Poitiers;41;571;92.81961471
2017-07;87576207;Bourges;14;292;95.20547945
2017-07;87671339;Lourdes;6;560;98.92857143
2017-08;87300863;Besançon Franche-Comté TGV;15;296;94.93243243
2017-07;87726000;Saint-Étienne Châteaucreux;48;451;89.35698448
2017-07;87762906;Lyon Saint-Exupéry TGV;43;379;88.65435356
2017-08;87172007;Charleville-Mézières;18;828;97.82608696
2017-07;87725705;Mâcon Loché TGV;17;290;94.13793103
2017-08;87142109;Lorraine TGV;15;325;95.38461538
2017-08;87276691;Compiègne;19;226;91.59292035
2017-08;87147322;Meuse TGV;11;296;96.28378378
2017-07;87781104;Narbonne;50;451;88.9135255
2017-07;87775007;Nîmes;34;729;95.33607682
2017-07;87391003;Paris Montparnasse Hall 1 & 2;106;1814;94.15656009
2017-07;87319012;Aix-en-Provence TGV;87;684;87.28070175
2017-07;87481754;La Baule-Escoublac;23;282;91.84397163
2017-07;87484006;Angers Saint-Laud;94;708;86.72316384
2017-07;87387001;Évreux Normandie;19;222;91.44144144
2017-07;87481705;Saint-Nazaire;16;306;94.77124183
2017-07;87413013;Le Havre;9;478;98.11715481
2017-07;87396002;Le Mans;73;645;88.68217054
2017-07;87481002;Nantes;43;614;92.99674267
2017-07;87476200;Auray;6;71;91.54929577
2017-09;87763029;Valence TGV Rhône-Alpes Sud;58;730;92.05479452
2017-09;87757526;Saint-Raphaël Valescure;65;742;91.23989218
2017-09;87773002;Montpellier Saint-Roch;56;673;91.67904903
2017-10;87223263;Lille Europe;26;652;96.01226994
2017-10;87142109;Lorraine TGV;16;327;95.10703364
2017-10;87473009;Saint-Brieuc;43;349;87.67908309
2017-10;87281006;Dunkerque;28;439;93.62186788
2017-10;87182063;Mulhouse;6;515;98.83495146
2017-09;87757674;Antibes;63;624;89.90384615
2017-10;87171009;Reims;17;697;97.56097561
2017-07;87111849;Marne-la-Vallée Chessy;24;242;90.08264463
2017-07;87171926;Champagne-Ardenne TGV;29;534;94.56928839
2017-07;87286005;Lille Flandres;42;570;92.63157895
2017-07;87223263;Lille Europe;34;646;94.73684211
2017-07;87318964;Avignon TGV;38;493;92.29208925
2017-07;87191007;Thionville;13;339;96.16519174
2017-07;87276691;Compiègne;15;238;93.69747899
2017-06;87784009;Perpignan;32;582;94.50171821
2017-07;87182063;Mulhouse;7;521;98.65642994
2017-06;87781278;Agde;14;272;94.85294118
2017-09;87271494;Aéroport Charles de Gaulle 2 TGV;93;547;82.99817185
2017-09;87387001;Évreux Normandie;28;296;90.54054054
2017-09;87192039;Metz Ville;41;621;93.39774557
2017-09;87281006;Dunkerque;24;449;94.65478842
2017-09;87478107;Saint-Malo;0;90;100.0
2017-09;87182063;Mulhouse;5;526;99.04942966
2017-09;87413013;Le Havre;10;344;97.09302326
2017-09;87481002;Nantes;37;584;93.66438356
2017-09;87342014;Arras;76;809;90.60568603
2017-09;87345009;Douai;26;584;95.54794521
2017-09;87726000;Saint-Étienne Châteaucreux;30;346;91.32947977
2017-09;87484006;Angers Saint-Laud;77;708;89.12429379
2017-09;87611004;Toulouse Matabiau;13;620;97.90322581
2017-09;87734004;Clermont-Ferrand;44;392;88.7755102
2017-09;87743005;Bourg-en-Bresse;30;465;93.5483871
2017-09;87576207;Bourges;12;262;95.41984733
2017-09;87673004;Bayonne;33;282;88.29787234
2017-09;87755009;Toulon;58;701;91.72610556
2017-09;87571000;Tours;28;589;95.24617997
2017-09;87732008;Vichy;9;230;96.08695652
2017-09;87171926;Champagne-Ardenne TGV;52;622;91.63987138
2017-08;87615286;Carcassonne;18;434;95.85253456
2017-08;87745000;Bellegarde;54;499;89.17835671
2017-09;87147322;Meuse TGV;6;218;97.24770642
2017-08;87673400;Biarritz;55;81;32.09876543
2017-08;87757674;Antibes;80;804;90.04975124
2017-08;87755009;Toulon;57;702;91.88034188
2017-09;87118000;Troyes;11;310;96.4516129
2017-08;87775007;Nîmes;43;725;94.06896552
2017-08;87781278;Agde;46;251;81.67330677
2017-08;87581009;Bordeaux Saint-Jean;74;705;89.5035461
2017-08;87611004;Toulouse Matabiau;30;677;95.56868538
2017-08;87597005;Châteauroux;19;467;95.93147752
2017-08;87583005;Angoulême;45;452;90.04424779
2017-08;87393702;Massy TGV;18;250;92.8
2017-08;87576207;Bourges;16;361;95.56786704
2017-08;87476606;Vannes;90;453;80.13245033
2017-08;87481002;Nantes;38;602;93.68770764
2017-08;87471003;Rennes;52;529;90.17013233
2017-08;87586008;Agen;46;328;85.97560976
2017-10;87673400;Biarritz;22;364;93.95604396
2017-11;87686667;Paris Bercy Bourgogne - Pays d'Auvergne;25;641;96.09984399
2017-12;87686006;Paris Gare de Lyon Hall 1 & 2;31;983;96.84638861
2017-11;87571216;Vendôme - Villiers-sur-Loir;37;420;91.19047619
2017-12;87571216;Vendôme - Villiers-sur-Loir;34;411;91.72749392
